lar,war,har,Har,dhbyhar,Rcritar,Rar,Var,dVar
1000,8078,200,300,0.5,235.61999999993068,790.9335851405671,529495598.28515255,503573197.3618733
1000,8079,200,300,0.5,235.61999999993068,790.9775161616938,529558430.1382243,503636029.2149451
1000,8080,200,300,0.5,235.61999999993068,791.0214446395214,529621261.99129605,503698861.0680168
1000,8081,200,300,0.5,235.61999999993068,791.0653705744917,529684093.8443679,503761692.9210887
1000,8082,200,300,0.5,235.61999999993068,791.109293967046,529746925.6974397,503824524.77416044
1000,8083,200,300,0.5,235.61999999993068,791.153214817626,529809757.5505115,503887356.62723225
1000,8084,200,300,0.5,235.61999999993068,791.1971331266727,529872589.4035833,503950188.48030406
1000,8085,200,300,0.5,235.61999999993068,791.2410488946275,529935421.25665504,504013020.3333758
1000,8086,200,300,0.5,235.61999999993068,791.2849621219312,529998253.1097269,504075852.1864477
1000,8087,200,300,0.5,235.61999999993068,791.3288728090248,530061084.96279866,504138684.0395194
1000,8088,200,300,0.5,235.61999999993068,791.3727809563491,530123916.81587046,504201515.89259124
1000,8089,200,300,0.5,235.61999999993068,791.4166865643448,530186748.6689423,504264347.74566305
1000,8090,200,300,0.5,235.61999999993068,791.4605896334522,530249580.522014,504327179.5987348
1000,8091,200,300,0.5,235.61999999993068,791.5044901641119,530312412.37508583,504390011.4518066
1000,8092,200,300,0.5,235.61999999993068,791.5483881567641,530375244.22815764,504452843.3048784
1000,8093,200,300,0.5,235.61999999993068,791.592283611849,530438076.08122945,504515675.1579502
1000,8094,200,300,0.5,235.61999999993068,791.6361765298063,530500907.9343012,504578507.011022
1000,8095,200,300,0.5,235.61999999993068,791.6800669110763,530563739.787373,504641338.8640938
1000,8096,200,300,0.5,235.61999999993068,791.7239547560987,530626571.6404448,504704170.7171656
1000,8097,200,300,0.5,235.61999999993068,791.7678400653128,530689403.4935166,504767002.5702374
1000,8098,200,300,0.5,235.61999999993068,791.8117228391584,530752235.34658843,504829834.4233092
1000,8099,200,300,0.5,235.61999999993068,791.8556030780746,530815067.1996602,504892666.27638096
1000,8100,200,300,0.5,235.61999999993068,791.8994807825011,530877899.05273205,504955498.1294528
1000,8101,200,300,0.5,235.61999999993068,791.9433559528766,530940730.9058038,505018329.9825246
